"Participant","Results.reception.time","Controller.name","Order.number.of.item","Inner.element.number","Label","Latin.Square.Group","PennElementType","PennElementName","Parameter","EventTime","id","Item","Item2","Condition","Factor1","Factor2","Factor3","Comments","Country","Fluent","School","Home","English","Rating","z","Antecedent","Noun"
"99125f0b92bd72238298514b9258fa42",1673745803,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673745586913,"58a2952076c5b7000166150a","18","t18","a","each","person","profess","NULL","West Virginia","English","English","English","English",7,1.07695552731802,"each","person"
"99125f0b92bd72238298514b9258fa42",1673745803,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673745610151,"58a2952076c5b7000166150a","7","t07","d","all","people","believe","NULL","West Virginia","English","English","English","English",6,0.513776948812264,"all","people"
"99125f0b92bd72238298514b9258fa42",1673745803,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673745636827,"58a2952076c5b7000166150a","12","t12","c","all","person","think","NULL","West Virginia","English","English","English","English",3,-1.17575878670499,"all","person"
"99125f0b92bd72238298514b9258fa42",1673745803,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673745673873,"58a2952076c5b7000166150a","21","t21","b","each","people","claim","NULL","West Virginia","English","English","English","English",3,-1.17575878670499,"each","people"
"99125f0b92bd72238298514b9258fa42",1673745803,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673745737317,"58a2952076c5b7000166150a","14","t14","a","each","person","think","NULL","West Virginia","English","English","English","English",6,0.513776948812264,"each","person"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673771726855,"5d134be5269dd500012b15fd","6","t06","b","each","people","boast","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"each","people"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",30,0,"experiment","NULL","Scale","Scale","Choice",1673771901823,"5d134be5269dd500012b15fd","20","t20","d","all","people","profess","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"all","people"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673771920797,"5d134be5269dd500012b15fd","18","t18","b","each","people","profess","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"each","people"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",13,0,"experiment","NULL","Scale","Scale","Choice",1673771931194,"5d134be5269dd500012b15fd","3","t03","a","each","person","profess","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"each","person"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673771939412,"5d134be5269dd500012b15fd","22","t22","b","each","people","boast","NULL","New Jersey","English","English","English","English",6,0.124898339577281,"each","people"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",20,0,"experiment","NULL","Scale","Scale","Choice",1673771952285,"5d134be5269dd500012b15fd","10","t10","b","each","people","profess","NULL","New Jersey","English","English","English","English",6,0.124898339577281,"each","people"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",33,0,"experiment","NULL","Scale","Scale","Choice",1673771974097,"5d134be5269dd500012b15fd","23","t23","a","each","person","believe","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"each","person"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673772040799,"5d134be5269dd500012b15fd","7","t07","a","each","person","believe","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"each","person"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",15,0,"experiment","NULL","Scale","Scale","Choice",1673772053575,"5d134be5269dd500012b15fd","5","t05","c","all","person","worry","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"all","person"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673772092906,"5d134be5269dd500012b15fd","13","t13","c","all","person","claim","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"all","person"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",19,0,"experiment","NULL","Scale","Scale","Choice",1673772116485,"5d134be5269dd500012b15fd","9","t09","c","all","person","boast","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"all","person"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673772123704,"5d134be5269dd500012b15fd","2","t02","b","each","people","believe","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"each","people"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",11,0,"experiment","NULL","Scale","Scale","Choice",1673772171692,"5d134be5269dd500012b15fd","1","t01","c","all","person","think","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"all","person"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673772257222,"5d134be5269dd500012b15fd","24","t24","d","all","people","think","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"all","people"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673772292901,"5d134be5269dd500012b15fd","4","t04","d","all","people","claim","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"all","people"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673772329769,"5d134be5269dd500012b15fd","17","t17","c","all","person","worry","NULL","New Jersey","English","English","English","English",3,-1.4006456652595,"all","person"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673772389596,"5d134be5269dd500012b15fd","16","t16","d","all","people","believe","NULL","New Jersey","English","English","English","English",6,0.124898339577281,"all","people"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673772418485,"5d134be5269dd500012b15fd","21","t21","c","all","person","claim","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"all","person"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673772444274,"5d134be5269dd500012b15fd","15","t15","a","each","person","boast","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"each","person"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673772499329,"5d134be5269dd500012b15fd","11","t11","a","each","person","worry","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"each","person"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673772547963,"5d134be5269dd500012b15fd","14","t14","b","each","people","think","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"each","people"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673772562617,"5d134be5269dd500012b15fd","8","t08","d","all","people","claim","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"all","people"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673772590869,"5d134be5269dd500012b15fd","19","t19","a","each","person","worry","NULL","New Jersey","English","English","English","English",7,0.633413007856209,"each","person"
"9dcb58f513d76a4111678680c00acc76",1673772700,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673772604854,"5d134be5269dd500012b15fd","12","t12","d","all","people","think","NULL","New Jersey","English","English","English","English",5,-0.383616328701648,"all","people"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673744195024,"5c8031586f8e6800017b1752","4","t04","c","all","person","claim","NULL","Illinois","English","English","English","English",7,1.12397451450752,"all","person"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673744201382,"5c8031586f8e6800017b1752","21","t21","b","each","people","claim","NULL","Illinois","English","English","English","English",4,-0.310351171916255,"each","people"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673744218106,"5c8031586f8e6800017b1752","18","t18","a","each","person","profess","NULL","Illinois","English","English","English","English",4,-0.310351171916255,"each","person"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673744238456,"5c8031586f8e6800017b1752","17","t17","b","each","people","worry","NULL","Illinois","English","English","English","English",5,0.167757390225003,"each","people"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673744270803,"5c8031586f8e6800017b1752","15","t15","d","all","people","boast","NULL","Illinois","English","English","English","English",6,0.645865952366261,"all","people"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673744275976,"5c8031586f8e6800017b1752","7","t07","d","all","people","believe","NULL","Illinois","English","English","English","English",4,-0.310351171916255,"all","people"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673744289458,"5c8031586f8e6800017b1752","24","t24","c","all","person","think","NULL","Illinois","English","English","English","English",6,0.645865952366261,"all","person"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673744305632,"5c8031586f8e6800017b1752","14","t14","a","each","person","think","NULL","Illinois","English","English","English","English",5,0.167757390225003,"each","person"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",30,0,"experiment","NULL","Scale","Scale","Choice",1673744309866,"5c8031586f8e6800017b1752","20","t20","c","all","person","profess","NULL","Illinois","English","English","English","English",2,-1.26656829619877,"all","person"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673744321046,"5c8031586f8e6800017b1752","12","t12","c","all","person","think","NULL","Illinois","English","English","English","English",7,1.12397451450752,"all","person"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673744327086,"5c8031586f8e6800017b1752","11","t11","d","all","people","worry","NULL","Illinois","English","English","English","English",4,-0.310351171916255,"all","people"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",15,0,"experiment","NULL","Scale","Scale","Choice",1673744332192,"5c8031586f8e6800017b1752","5","t05","b","each","people","worry","NULL","Illinois","English","English","English","English",6,0.645865952366261,"each","people"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",33,0,"experiment","NULL","Scale","Scale","Choice",1673744345970,"5c8031586f8e6800017b1752","23","t23","d","all","people","believe","NULL","Illinois","English","English","English","English",5,0.167757390225003,"all","people"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673744370232,"5c8031586f8e6800017b1752","8","t08","c","all","person","claim","NULL","Illinois","English","English","English","English",5,0.167757390225003,"all","person"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673744388961,"5c8031586f8e6800017b1752","2","t02","a","each","person","believe","NULL","Illinois","English","English","English","English",5,0.167757390225003,"each","person"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",11,0,"experiment","NULL","Scale","Scale","Choice",1673744393222,"5c8031586f8e6800017b1752","1","t01","b","each","people","think","NULL","Illinois","English","English","English","English",3,-0.788459734057514,"each","people"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673744402690,"5c8031586f8e6800017b1752","22","t22","a","each","person","boast","NULL","Illinois","English","English","English","English",3,-0.788459734057514,"each","person"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673744407015,"5c8031586f8e6800017b1752","13","t13","b","each","people","claim","NULL","Illinois","English","English","English","English",7,1.12397451450752,"each","people"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673744418507,"5c8031586f8e6800017b1752","16","t16","c","all","person","believe","NULL","Illinois","English","English","English","English",3,-0.788459734057514,"all","person"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",13,0,"experiment","NULL","Scale","Scale","Choice",1673744422618,"5c8031586f8e6800017b1752","3","t03","d","all","people","profess","NULL","Illinois","English","English","English","English",5,0.167757390225003,"all","people"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673744434854,"5c8031586f8e6800017b1752","19","t19","d","all","people","worry","NULL","Illinois","English","English","English","English",2,-1.26656829619877,"all","people"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",19,0,"experiment","NULL","Scale","Scale","Choice",1673744447596,"5c8031586f8e6800017b1752","9","t09","b","each","people","boast","NULL","Illinois","English","English","English","English",7,1.12397451450752,"each","people"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673744452244,"5c8031586f8e6800017b1752","6","t06","a","each","person","boast","NULL","Illinois","English","English","English","English",5,0.167757390225003,"each","person"
"a2c2c337be5f1e9cca569973002698d8",1673744484,"PennController",20,0,"experiment","NULL","Scale","Scale","Choice",1673744464150,"5c8031586f8e6800017b1752","10","t10","a","each","person","profess","NULL","Illinois","English","English","English","English",4,-0.310351171916255,"each","person"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673771600412,"60218e476e5dd51a640a61bc","16","t16","d","all","people","believe","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",6,0.399534425059274,"all","people"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",13,0,"experiment","NULL","Scale","Scale","Choice",1673771611089,"60218e476e5dd51a640a61bc","3","t03","a","each","person","profess","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",7,0.954984723312412,"each","person"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",30,0,"experiment","NULL","Scale","Scale","Choice",1673771614776,"60218e476e5dd51a640a61bc","20","t20","d","all","people","profess","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",7,0.954984723312412,"all","people"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673771618190,"60218e476e5dd51a640a61bc","18","t18","b","each","people","profess","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",5,-0.155915873193863,"each","people"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",33,0,"experiment","NULL","Scale","Scale","Choice",1673771632567,"60218e476e5dd51a640a61bc","23","t23","a","each","person","believe","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",6,0.399534425059274,"each","person"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673771670457,"60218e476e5dd51a640a61bc","13","t13","c","all","person","claim","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",4,-0.711366171447001,"all","person"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673771682534,"60218e476e5dd51a640a61bc","14","t14","b","each","people","think","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",6,0.399534425059274,"each","people"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673771685429,"60218e476e5dd51a640a61bc","21","t21","c","all","person","claim","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",6,0.399534425059274,"all","person"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673771701746,"60218e476e5dd51a640a61bc","2","t02","b","each","people","believe","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",7,0.954984723312412,"each","people"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673771726713,"60218e476e5dd51a640a61bc","15","t15","a","each","person","boast","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",7,0.954984723312412,"each","person"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673771729413,"60218e476e5dd51a640a61bc","19","t19","a","each","person","worry","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",7,0.954984723312412,"each","person"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673771733319,"60218e476e5dd51a640a61bc","11","t11","a","each","person","worry","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",5,-0.155915873193863,"each","person"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",20,0,"experiment","NULL","Scale","Scale","Choice",1673771736247,"60218e476e5dd51a640a61bc","10","t10","b","each","people","profess","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",7,0.954984723312412,"each","people"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673771754213,"60218e476e5dd51a640a61bc","6","t06","b","each","people","boast","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",7,0.954984723312412,"each","people"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",11,0,"experiment","NULL","Scale","Scale","Choice",1673771757731,"60218e476e5dd51a640a61bc","1","t01","c","all","person","think","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",5,-0.155915873193863,"all","person"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673771766569,"60218e476e5dd51a640a61bc","22","t22","b","each","people","boast","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",6,0.399534425059274,"each","people"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673771768833,"60218e476e5dd51a640a61bc","4","t04","d","all","people","claim","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",7,0.954984723312412,"all","people"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673771771203,"60218e476e5dd51a640a61bc","7","t07","a","each","person","believe","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",7,0.954984723312412,"each","person"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673771780506,"60218e476e5dd51a640a61bc","12","t12","d","all","people","think","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",6,0.399534425059274,"all","people"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673771785323,"60218e476e5dd51a640a61bc","8","t08","d","all","people","claim","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",5,-0.155915873193863,"all","people"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673771796011,"60218e476e5dd51a640a61bc","24","t24","d","all","people","think","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",6,0.399534425059274,"all","people"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",15,0,"experiment","NULL","Scale","Scale","Choice",1673771800126,"60218e476e5dd51a640a61bc","5","t05","c","all","person","worry","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",7,0.954984723312412,"all","person"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",19,0,"experiment","NULL","Scale","Scale","Choice",1673771806714,"60218e476e5dd51a640a61bc","9","t09","c","all","person","boast","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",7,0.954984723312412,"all","person"
"a385c5c24b5df7ea7f2e64baea0ca9db",1673771862,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673771813842,"60218e476e5dd51a640a61bc","17","t17","c","all","person","worry","NULL","Louisiana ","English and Cajun French","English","English","English and Cajun French",7,0.954984723312412,"all","person"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",11,0,"experiment","NULL","Scale","Scale","Choice",1673466647578,"63614a372fef8174fe8363f1","1","t01","a","each","person","think","NULL","Illinois","English","English","English","English",7,1.25315670412835,"each","person"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",33,0,"experiment","NULL","Scale","Scale","Choice",1673466659473,"63614a372fef8174fe8363f1","23","t23","c","all","person","believe","NULL","Illinois","English","English","English","English",7,1.25315670412835,"all","person"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673466681470,"63614a372fef8174fe8363f1","21","t21","a","each","person","claim","NULL","Illinois","English","English","English","English",5,0.354666991734439,"each","person"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673466721077,"63614a372fef8174fe8363f1","18","t18","d","all","people","profess","NULL","Illinois","English","English","English","English",4,-0.0945778644625169,"all","people"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673466727083,"63614a372fef8174fe8363f1","13","t13","a","each","person","claim","NULL","Illinois","English","English","English","English",4,-0.0945778644625169,"each","person"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",15,0,"experiment","NULL","Scale","Scale","Choice",1673466730960,"63614a372fef8174fe8363f1","5","t05","a","each","person","worry","NULL","Illinois","English","English","English","English",6,0.803911847931394,"each","person"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673466944990,"63614a372fef8174fe8363f1","16","t16","b","each","people","believe","NULL","Illinois","English","English","English","English",6,0.803911847931394,"each","people"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673466952444,"63614a372fef8174fe8363f1","14","t14","d","all","people","think","NULL","Illinois","English","English","English","English",4,-0.0945778644625169,"all","people"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",19,0,"experiment","NULL","Scale","Scale","Choice",1673466955862,"63614a372fef8174fe8363f1","9","t09","a","each","person","boast","NULL","Illinois","English","English","English","English",2,-0.993067576856428,"each","person"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673467047932,"63614a372fef8174fe8363f1","4","t04","b","each","people","claim","NULL","Illinois","English","English","English","English",7,1.25315670412835,"each","people"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673467062053,"63614a372fef8174fe8363f1","6","t06","d","all","people","boast","NULL","Illinois","English","English","English","English",5,0.354666991734439,"all","people"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673467068545,"63614a372fef8174fe8363f1","11","t11","c","all","person","worry","NULL","Illinois","English","English","English","English",4,-0.0945778644625169,"all","person"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673467099840,"63614a372fef8174fe8363f1","17","t17","a","each","person","worry","NULL","Illinois","English","English","English","English",1,-1.44231243305338,"each","person"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673467104304,"63614a372fef8174fe8363f1","15","t15","c","all","person","boast","NULL","Illinois","English","English","English","English",4,-0.0945778644625169,"all","person"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673467107644,"63614a372fef8174fe8363f1","12","t12","b","each","people","think","NULL","Illinois","English","English","English","English",7,1.25315670412835,"each","people"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",13,0,"experiment","NULL","Scale","Scale","Choice",1673467117215,"63614a372fef8174fe8363f1","3","t03","c","all","person","profess","NULL","Illinois","English","English","English","English",4,-0.0945778644625169,"all","person"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673467122803,"63614a372fef8174fe8363f1","24","t24","b","each","people","think","NULL","Illinois","English","English","English","English",2,-0.993067576856428,"each","people"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673467126394,"63614a372fef8174fe8363f1","7","t07","c","all","person","believe","NULL","Illinois","English","English","English","English",7,1.25315670412835,"all","person"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673467129584,"63614a372fef8174fe8363f1","22","t22","d","all","people","boast","NULL","Illinois","English","English","English","English",4,-0.0945778644625169,"all","people"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673467139918,"63614a372fef8174fe8363f1","8","t08","b","each","people","claim","NULL","Illinois","English","English","English","English",7,1.25315670412835,"each","people"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",30,0,"experiment","NULL","Scale","Scale","Choice",1673467149787,"63614a372fef8174fe8363f1","20","t20","b","each","people","profess","NULL","Illinois","English","English","English","English",7,1.25315670412835,"each","people"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673467154792,"63614a372fef8174fe8363f1","19","t19","c","all","person","worry","NULL","Illinois","English","English","English","English",5,0.354666991734439,"all","person"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673467158216,"63614a372fef8174fe8363f1","2","t02","d","all","people","believe","NULL","Illinois","English","English","English","English",5,0.354666991734439,"all","people"
"a961495bc7bd5e43b93c0a23566e394b",1673467187,"PennController",20,0,"experiment","NULL","Scale","Scale","Choice",1673467169182,"63614a372fef8174fe8363f1","10","t10","d","all","people","profess","NULL","Illinois","English","English","English","English",4,-0.0945778644625169,"all","people"
"bb30f9be9823ba65d637caa445651be3",1673839221,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673838726219,"5fc2f296a9eca1584205d6e6","2","t02","c","all","person","believe","NULL","Maryland","English","English","English","English",6,0.88261642266467,"all","person"
"bb30f9be9823ba65d637caa445651be3",1673839221,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673838750321,"5fc2f296a9eca1584205d6e6","16","t16","a","each","person","believe","NULL","Maryland","English","English","English","English",6,0.88261642266467,"each","person"
"bb30f9be9823ba65d637caa445651be3",1673839221,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673838757812,"5fc2f296a9eca1584205d6e6","19","t19","b","each","people","worry","NULL","Maryland","English","English","English","English",3,-0.489450925295863,"each","people"
"bb30f9be9823ba65d637caa445651be3",1673839221,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673838775018,"5fc2f296a9eca1584205d6e6","21","t21","d","all","people","claim","NULL","Maryland","English","English","English","English",4,-0.0320951426423517,"all","people"
"bb30f9be9823ba65d637caa445651be3",1673839221,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673838829967,"5fc2f296a9eca1584205d6e6","11","t11","b","each","people","worry","NULL","Maryland","English","English","English","English",2,-0.946806707949374,"each","people"
